"","perc_on_1","perc_on_2","perc_on_3","perc_on_4","perc_on_5","perc_on_6","perc_on_7","perc_on_8","perc_off_1","perc_off_2","perc_off_3","perc_off_4","perc_off_5","perc_off_6","perc_off_7","perc_off_8","hostile_online1","hostile_online2","hostile_online3","hostile_online4","hostile_online5","hostile_online6","hostile_offline1","hostile_offline2","hostile_offline3","hostile_offline4","witness_on_1","witness_on_2","witness_on_3","witness_off_1","witness_off_2","witness_off_3","perc_on","perc_off","hostile_online","hostile_offline","pid","highered","female","white","age","id","online_first"
"225",0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0,0,"Independent",0,1,0,35,229,0
"226",0.166666666666667,0,0,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0.666666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0.166666666666667,0.5,0,0.166666666666667,0.5,0.354166666666667,0.395833333333333,0,0.0416666666666667,"Democrat",1,1,1,34,230,0
"227",0.666666666666667,0.666666666666667,0.666666666666667,0.166666666666667,0.5,0.833333333333333,1,0.833333333333333,0.5,0.666666666666667,0.666666666666667,0.166666666666667,0.5,0.666666666666667,1,0.833333333333333,0,0,0.5,0,0.5,0,0.166666666666667,0,0.333333333333333,0,0.333333333333333,0.5,0.5,0.166666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.625,0.166666666666667,0.125,"Republican",0,1,1,26,231,1
"228",1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.625,0.625,1,1,"Democrat",0,0,1,40,232,0
"229",0,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.833333333333333,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.333333333333333,0.166666666666667,0,0,0.333333333333333,0.166666666666667,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.666666666666667,0,0.166666666666667,0.166666666666667,0.291666666666667,0.395833333333333,0.166666666666667,0.0833333333333333,"Democrat",1,1,0,45,233,1
"230",0,0.166666666666667,0,0,0,0.833333333333333,1,0.833333333333333,0.166666666666667,0,0,0.333333333333333,0.5,0.333333333333333,0.833333333333333,1,0,0,0,0,0,0,0.166666666666667,0,0,0,0.166666666666667,0,0.666666666666667,0.166666666666667,0.166666666666667,0,0.354166666666667,0.395833333333333,0,0.0416666666666667,"Republican",0,0,1,50,234,1
"231",0.333333333333333,0.166666666666667,0.166666666666667,0.666666666666667,0.5,0.833333333333333,0.666666666666667,0.5,0.166666666666667,0.333333333333333,0.166666666666667,0.5,0.666666666666667,0.833333333333333,0.5,0.833333333333333,0,0,0.166666666666667,0,0.666666666666667,0.333333333333333,0,0.166666666666667,0.666666666666667,0,0,0.5,0.833333333333333,0.166666666666667,0.666666666666667,0.666666666666667,0.479166666666667,0.5,0.194444444444444,0.208333333333333,"Republican",0,0,1,33,235,0
"232",0.666666666666667,0.5,0.5,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.833333333333333,0.833333333333333,0.666666666666667,1,0.833333333333333,0,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.666666666666667,0.5,0.666666666666667,0.666666666666667,0.833333333333333,0.666666666666667,0.833333333333333,0.666666666666667,0.5,0.666666666666667,0.833333333333333,0.833333333333333,0.666666666666667,0.5,0.604166666666667,0.555555555555556,0.75,"Democrat",1,0,1,41,236,0
"233",0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.5,0.5,0.333333333333333,0,0,0,0.833333333333333,0.5,0,0,0.166666666666667,0,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0,0.5,0,0.166666666666667,0,0,0.166666666666667,0.458333333333333,0.333333333333333,0.0277777777777778,0.208333333333333,"Democrat",0,1,0,24,237,0
"234",0,0,0.166666666666667,0.166666666666667,0.166666666666667,1,0.833333333333333,1,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0.5,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.666666666666667,0,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.416666666666667,0.520833333333333,0.166666666666667,0.708333333333333,"Democrat",0,0,0,38,238,1
"235",0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0.5,0.833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.666666666666667,0.666666666666667,0.5,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0.229166666666667,0.3125,0,0,"Republican",1,1,1,34,239,1
"236",0,0,0.166666666666667,0,0,1,1,1,0,0.166666666666667,0.166666666666667,0,0,0.333333333333333,0.833333333333333,0.833333333333333,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0,0.5,0.333333333333333,0.395833333333333,0.291666666666667,0.111111111111111,0,"Republican",0,1,1,40,240,0
"237",1,0.5,0.666666666666667,0.666666666666667,0.833333333333333,0,0.5,0.166666666666667,1,0.666666666666667,0.833333333333333,0.666666666666667,0.833333333333333,0.166666666666667,0,0.166666666666667,0.666666666666667,0.833333333333333,0.666666666666667,1,0.833333333333333,0.5,0.666666666666667,0.833333333333333,1,0.833333333333333,1,0.833333333333333,0.666666666666667,1,0.833333333333333,0.666666666666667,0.541666666666667,0.541666666666667,0.75,0.833333333333333,"Independent",0,0,1,52,241,1
"238",0,0.333333333333333,0.333333333333333,0.166666666666667,0.333333333333333,0.833333333333333,0.833333333333333,0.5,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0.333333333333333,0.5,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.416666666666667,0.395833333333333,0.388888888888889,0.291666666666667,"Democrat",0,1,0,24,242,0
"239",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.833333333333333,0.833333333333333,1,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0.166666666666667,0.5,0.666666666666667,1,0,0,0,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.416666666666667,0.416666666666667,0.0277777777777778,0.125,"Republican",0,1,1,72,243,0
"240",0,0,0,0,0,1,1,1,0,0,0,0,0.666666666666667,1,1,1,0,0,0,0,0,0,0.333333333333333,0,0.166666666666667,0,0,0,0,0,0.166666666666667,0.166666666666667,0.375,0.458333333333333,0,0.125,"Independent",0,1,0,50,244,0
"241",0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0.833333333333333,1,0.833333333333333,0,0.166666666666667,0,0.333333333333333,0.333333333333333,0.833333333333333,0.333333333333333,1,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.5,0.666666666666667,0.166666666666667,0.166666666666667,0.5,0.416666666666667,0.375,0,0,"Independent",1,1,1,36,245,0
"242",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.666666666666667,1,0.166666666666667,0.333333333333333,0.333333333333333,0.5,0.166666666666667,0.666666666666667,0.333333333333333,0.833333333333333,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.416666666666667,0.416666666666667,0,0.0833333333333333,"Republican",1,1,1,18,246,0
"243",0.666666666666667,0.5,0.833333333333333,0.833333333333333,0.666666666666667,0,0.666666666666667,0.166666666666667,0.5,0.833333333333333,0.666666666666667,0.166666666666667,0.833333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.166666666666667,1,0.333333333333333,0.666666666666667,0.5,0.5,0.666666666666667,0.5,0.5,0.833333333333333,1,0.5,0.166666666666667,0.666666666666667,0.333333333333333,0.541666666666667,0.583333333333333,0.5,0.541666666666667,"Democrat",0,1,0,24,247,0
"244",0.166666666666667,0,0,0,0.333333333333333,0.833333333333333,0.666666666666667,0.5,0.166666666666667,0.333333333333333,0,0.166666666666667,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0,0,0,0.166666666666667,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0.166666666666667,0,0.166666666666667,0.3125,0.354166666666667,0.0277777777777778,0.125,"Republican",0,1,1,23,248,0
"245",0,0.166666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,1,1,0,0,0.666666666666667,0,0.166666666666667,0,1,0.833333333333333,0,0,0.833333333333333,0.166666666666667,0,0.5,0.333333333333333,0,0,0,0,0,0,0,0,0,0.4375,0.333333333333333,0.25,0.0833333333333333,"Republican",0,0,0,20,249,1
"246",0.166666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,1,0.833333333333333,0.5,0.5,0.333333333333333,0,0.666666666666667,0.166666666666667,0.833333333333333,0.666666666666667,0.833333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0.5,0.5,0.166666666666667,0.166666666666667,0.5,0.4375,0.5,0,0.0833333333333333,"Republican",0,1,1,55,250,0
"247",0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.333333333333333,0.5,0.333333333333333,0.5,0.166666666666667,0.5,0.5,0.666666666666667,0.833333333333333,0.5,0.333333333333333,0.666666666666667,0.166666666666667,0.5,0.333333333333333,0.5,0.333333333333333,0.5,0.333333333333333,0.5,0.333333333333333,0.166666666666667,0.333333333333333,0.166666666666667,0.5,0.5,0.416666666666667,0.5,0.416666666666667,0.416666666666667,"Democrat",0,0,0,36,251,0
"248",0,0,0,0,0,1,1,1,0.166666666666667,0.333333333333333,0,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,1,0,0,0.166666666666667,0,0,0,0,0,0.166666666666667,0,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0,0.375,0.4375,0.0277777777777778,0.0416666666666667,"Democrat",0,1,1,62,252,1
"249",0,0,0,0,0,0.833333333333333,0.833333333333333,0.833333333333333,0,0,0,0,0,0.833333333333333,0.833333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0.3125,0.333333333333333,0,0,"Democrat",1,1,0,51,253,1
"250",0,0,0,1,0,0,0.333333333333333,0.833333333333333,0.833333333333333,0,0,1,0,0.166666666666667,0.166666666666667,0.833333333333333,0,0.166666666666667,0,0,0.166666666666667,0,0,0,0,0,0,0.666666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.270833333333333,0.375,0.0555555555555556,0,"Independent",1,0,1,38,254,1
"251",0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.833333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0.333333333333333,0.166666666666667,0.833333333333333,0.833333333333333,0.666666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0.166666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.395833333333333,0.458333333333333,0.166666666666667,0.333333333333333,"Independent",0,0,0,26,255,0
"252",0,0,0,0.166666666666667,0,0.833333333333333,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0.166666666666667,0,0,0,0,0.333333333333333,0.208333333333333,0,0.0416666666666667,"Republican",1,1,1,60,256,1
"253",0.5,1,0.666666666666667,0.5,0.666666666666667,0.833333333333333,0,1,0.666666666666667,0.666666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0.833333333333333,0.333333333333333,0.833333333333333,0,0,0.5,0,0.166666666666667,0,0.666666666666667,0,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0.645833333333333,0.520833333333333,0.111111111111111,0.166666666666667,"Republican",1,1,1,46,257,1
"254",0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0.375,0.375,0,0,"Democrat",0,1,0,26,258,1
"255",0.166666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0.333333333333333,0.166666666666667,0.666666666666667,0.5,0,0.166666666666667,0.833333333333333,0.833333333333333,0.333333333333333,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.333333333333333,0,0.666666666666667,0.166666666666667,0,0,0.333333333333333,0.166666666666667,0.375,0.4375,0,0.166666666666667,"Republican",1,1,1,71,259,0
"256",0.166666666666667,0,0.166666666666667,0.166666666666667,0.333333333333333,1,1,1,0,0.5,0.833333333333333,0.166666666666667,0.5,0.833333333333333,1,0.833333333333333,0,0,0,0,0,0,0.166666666666667,0,0.5,0,0,0,0,0.166666666666667,0,0.166666666666667,0.479166666666667,0.583333333333333,0,0.166666666666667,"Republican",1,0,1,34,260,0
"257",0.666666666666667,0.333333333333333,0.333333333333333,0.5,0.333333333333333,0.5,0.5,0.666666666666667,0.333333333333333,0.5,0.333333333333333,0.833333333333333,0.333333333333333,0.833333333333333,0.5,0.5,0.333333333333333,0.5,0.5,0.333333333333333,0.5,0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.479166666666667,0.520833333333333,0.416666666666667,0.375,"Independent",1,1,1,33,261,1
"258",0.333333333333333,0,0.166666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0.833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0,0,0.166666666666667,0,0,0,0.166666666666667,0,0,0,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.291666666666667,0.208333333333333,0.0277777777777778,0.0416666666666667,"Independent",0,0,1,65,262,1
"259",0.666666666666667,0.5,0.5,0.833333333333333,0.166666666666667,0.833333333333333,0.5,0.5,0.166666666666667,0.666666666666667,0.166666666666667,0.666666666666667,0.666666666666667,0.5,0.5,0.666666666666667,0.166666666666667,0.166666666666667,0.5,0.5,0.5,0.5,0.333333333333333,0.5,0.5,0.166666666666667,0.166666666666667,0.5,0.333333333333333,0.166666666666667,0.333333333333333,0.5,0.5625,0.5,0.388888888888889,0.375,"Republican",1,1,1,25,263,1
"260",1,0.833333333333333,0.833333333333333,0.666666666666667,0,0,0,0,0,0,0,0.666666666666667,0,0,0,1,0,0,0.666666666666667,0,0,0,0.666666666666667,0,0,0,0,0.666666666666667,1,0,0.666666666666667,1,0.416666666666667,0.208333333333333,0.111111111111111,0.166666666666667,"Republican",0,1,0,21,264,1
"261",0,0,0,0.5,0,0.5,1,1,0.666666666666667,0.5,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.375,0.4375,0,0,"Independent",1,1,0,41,265,0
"262",0.166666666666667,0,0,0.166666666666667,0.166666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0,0,0.166666666666667,0.166666666666667,0.333333333333333,0.416666666666667,0,0,"Democrat",1,1,0,55,266,1
"263",0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.166666666666667,1,0.5,0.166666666666667,0.5,0.5,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.5,0.166666666666667,0.333333333333333,0,0.666666666666667,0.5,0.166666666666667,0.5,0,0.5,0.5,0.166666666666667,0.166666666666667,0.5,0.5,0.333333333333333,0.520833333333333,0.5,0.361111111111111,0.291666666666667,"Democrat",0,0,1,43,267,0
"264",0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.666666666666667,0.333333333333333,0.5,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.666666666666667,0.5,0.5,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0.5,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0,0.270833333333333,0.291666666666667,0.0833333333333333,0.125,"Republican",1,1,1,64,268,0
"265",0,0,0,0.166666666666667,0,0.333333333333333,0.833333333333333,0.833333333333333,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0.666666666666667,0.333333333333333,0.833333333333333,0,0,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0.166666666666667,0.5,0.5,0.166666666666667,0.270833333333333,0.291666666666667,0.0555555555555556,0.166666666666667,"Democrat",1,1,1,56,269,1
"266",0,0,0,0.5,0.166666666666667,0.166666666666667,0.666666666666667,0.333333333333333,0,0,0,0.166666666666667,0,0.333333333333333,0.5,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.666666666666667,0,0.666666666666667,0.666666666666667,0.229166666666667,0.166666666666667,0,0,"Democrat",1,1,1,30,270,1
"267",0,0,0,0,0,0.666666666666667,0.833333333333333,0.833333333333333,0,0,0,0,0.166666666666667,0.5,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0.291666666666667,0.25,0,0,"Independent",0,0,1,54,271,0
"268",0.5,0.166666666666667,0,0.166666666666667,0.5,0.5,0.333333333333333,0.5,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.458333333333333,0,0,"Democrat",1,1,1,39,272,0
"269",0.666666666666667,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0.666666666666667,0,0.5,0.833333333333333,0.833333333333333,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0.166666666666667,0.333333333333333,0,0.4375,0.4375,0,0,"Democrat",0,0,0,36,273,0
"270",0.166666666666667,0,0,0,0,1,1,0.833333333333333,0,0,0,0,0,1,0.833333333333333,0.833333333333333,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0.375,0.333333333333333,0,0.0833333333333333,"Independent",0,1,1,28,274,0
"271",0.166666666666667,0,0.166666666666667,0,0,1,0.833333333333333,0.833333333333333,0,0,0.166666666666667,0,0,1,0.833333333333333,0.833333333333333,0,0,0,0,0,0,0.166666666666667,0,0,0,0.166666666666667,0.666666666666667,0.666666666666667,0.166666666666667,0,0,0.375,0.354166666666667,0,0.0416666666666667,"Democrat",1,1,1,34,275,0
"272",0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.541666666666667,0.5,0.666666666666667,0,"Democrat",1,1,0,43,276,0
"273",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0.416666666666667,0.458333333333333,0.166666666666667,0,"Republican",1,1,1,38,277,0
"274",0.666666666666667,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.333333333333333,0.166666666666667,0.5,0.666666666666667,0.5,0.5,0.5,0.5,0.333333333333333,0.5,0.5,0.5,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.833333333333333,0.5,0.666666666666667,0.666666666666667,0.5625,0.5,0.527777777777778,0.541666666666667,"Democrat",1,0,0,29,278,1
"275",0,0.166666666666667,0,0,0,0.333333333333333,1,0.333333333333333,0.166666666666667,0.166666666666667,0,0,0,0.333333333333333,0.333333333333333,0.833333333333333,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.166666666666667,0.333333333333333,0,0.166666666666667,0.333333333333333,0.229166666666667,0.229166666666667,0.0555555555555556,0,"Democrat",1,1,1,27,279,0
"276",0,0,0,0,0,1,1,1,0,0,0.166666666666667,0.166666666666667,0,0.833333333333333,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0,0,0.375,0.3125,0,0.0416666666666667,"Democrat",0,1,1,53,280,0
"277",0,0.5,0.5,0,0.166666666666667,0.333333333333333,1,1,0.333333333333333,0.666666666666667,0.666666666666667,0.166666666666667,0.5,0.833333333333333,0.666666666666667,0.833333333333333,0,0,0.166666666666667,0,0,0,0.333333333333333,0.166666666666667,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.4375,0.583333333333333,0.0277777777777778,0.125,"Democrat",1,1,1,25,281,0
"278",0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.666666666666667,0.5,0.666666666666667,0.5,0.166666666666667,0.5,0.5,0,0.666666666666667,0.5,0.333333333333333,0.5,0.5,0.333333333333333,0.833333333333333,0.333333333333333,0.833333333333333,0.833333333333333,0.666666666666667,0.5,0.5,0.5,0.166666666666667,0.666666666666667,0.833333333333333,0.5,0.333333333333333,0.333333333333333,0.5625,0.395833333333333,0.611111111111111,0.541666666666667,"Democrat",0,0,1,27,282,1
"279",0.666666666666667,1,0.5,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,1,1,0.166666666666667,0,0,0.166666666666667,0.333333333333333,0,0.166666666666667,0.166666666666667,0,0,1,0.666666666666667,0.5,0.5,0.333333333333333,0.333333333333333,0.770833333333333,0.791666666666667,0.111111111111111,0.0833333333333333,"Republican",1,0,1,50,284,1
"280",0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0,0,0,0.166666666666667,0,0,0.166666666666667,0,0,0,0.166666666666667,0.333333333333333,0.5,0.166666666666667,0.333333333333333,0.333333333333333,0.25,0.270833333333333,0.0277777777777778,0.0416666666666667,"Democrat",0,1,0,45,285,1
"281",0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0.375,0.375,0,0,"Republican",1,0,1,37,286,1
"282",0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.5,0,0,0.166666666666667,0,0,0,0.166666666666667,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.458333333333333,0.4375,0.0277777777777778,0.0416666666666667,"Democrat",0,1,1,63,287,1
"283",0,0.333333333333333,0.5,0.333333333333333,0.666666666666667,1,0.5,0.666666666666667,0.166666666666667,0.166666666666667,0,0,0.5,0.833333333333333,0.5,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,0.666666666666667,0,1,0.833333333333333,0.5,0.291666666666667,0,0,"Republican",1,0,0,26,288,1
"284",0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.166666666666667,0.166666666666667,0.166666666666667,0.375,0.375,0,0,"Democrat",1,1,1,24,289,0
"285",0.333333333333333,0.333333333333333,0.333333333333333,0.5,0,0.666666666666667,0.666666666666667,0.5,0.5,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.833333333333333,0.333333333333333,0.5,0,0.333333333333333,0.333333333333333,0,0.166666666666667,0.166666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.5,0.333333333333333,0.416666666666667,0.479166666666667,0.25,0.333333333333333,"Republican",1,0,0,26,290,1
"286",0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0.166666666666667,1,0.833333333333333,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.375,0.4375,0,0,"Democrat",1,1,1,23,291,0
"287",0.666666666666667,0.666666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0.666666666666667,0.333333333333333,0.833333333333333,0.5,0.5,0.166666666666667,0.166666666666667,0.5,0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.5,0.166666666666667,0.166666666666667,0.5,0,0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0,1,0.833333333333333,0.479166666666667,0.416666666666667,0.277777777777778,0.375,"Independent",1,1,0,38,292,1
"288",0.666666666666667,0.5,0.5,0.666666666666667,0.833333333333333,0.333333333333333,0.5,0.5,0.833333333333333,0.833333333333333,0.666666666666667,0.5,0.666666666666667,0.333333333333333,0.5,0.5,0.5,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,1,0.833333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.5,0.166666666666667,0.333333333333333,0.5,0.5625,0.604166666666667,0.75,0.708333333333333,"Republican",0,0,1,35,293,0
"289",0.166666666666667,0.166666666666667,0,0.166666666666667,0,0.833333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0,0,0.166666666666667,0,0.666666666666667,0.166666666666667,0.333333333333333,0,0,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0.229166666666667,0.1875,0.0555555555555556,0,"Republican",1,1,1,54,294,1
